Count;DISTRICT;HUMAN INSTINCT;TYPE OF LAND;VLAND ID;COORDINATES;xy1_x;xy2_x;y3_x;xy4_x;Position X;Position Y;Cluster
148;District 1 Alpha;Curiosity;Exclusive;0143E;"2400, -432";"2384, -416";"2384, -448";"2416, -448";"2416, -416";2400.0000;-432.0000;18
149;District 1 Alpha;Curiosity;Exclusive;0141E;"2432, -400";"2416, -384";"2416, -416";"2448, -416";"2448, -384";2432.0000;-400.0000;18
150;District 1 Alpha;Curiosity;Exclusive;0139E;"2368, -368";"2352, -352";"2352, -384";"2384, -384";"2384, -352";2368.0000;-368.0000;18
151;District 1 Alpha;Curiosity;Exclusive;0140E;"2368, -400";"2352, -384";"2352, -416";"2384, -416";"2384, -384";2368.0000;-400.0000;18
152;District 1 Alpha;Curiosity;Exclusive;0144E;"2368, -432";"2352, -416";"2352, -448";"2384, -448";"2384, -416";2368.0000;-432.0000;18
153;District 1 Alpha;Curiosity;Exclusive;0113E;"-272, 2560";"-256, 2544";"-256, 2576";"-288, 2576";"-288, 2544";-272.0000;2560.0000;15
154;District 1 Alpha;Curiosity;Exclusive;0114E;"-240, 2560";"-224, 2544";"-224, 2576";"-256, 2576";"-256, 2544";-240.0000;2560.0000;15
155;District 1 Alpha;Curiosity;Exclusive;0112E;"-1088, 1168";"-1072, 1152";"-1072, 1184";"-1104, 1184";"-1104, 1152";-1088.0000;1168.0000;14
156;District 1 Alpha;Curiosity;Exclusive;0110E;"-1152, 1168";"-1136, 1152";"-1136, 1184";"-1168, 1184";"-1168, 1152";-1152.0000;1168.0000;14
157;District 1 Alpha;Curiosity;Exclusive;0111E;"-1120, 1168";"-1104, 1152";"-1104, 1184";"-1136, 1184";"-1136, 1152";-1120.0000;1168.0000;14
158;District 1 Alpha;Curiosity;Exclusive;0115E;"-208, 2560";"-192, 2544";"-192, 2576";"-224, 2576";"-224, 2544";-208.0000;2560.0000;15
159;District 1 Alpha;Curiosity;Exclusive;0119E;"-240, 2624";"-224, 2608";"-224, 2640";"-256, 2640";"-256, 2608";-240.0000;2624.0000;15
160;District 1 Alpha;Curiosity;Exclusive;0120E;"-208, 2624";"-192, 2608";"-192, 2640";"-224, 2640";"-224, 2608";-208.0000;2624.0000;15
161;District 1 Alpha;Curiosity;Exclusive;0118E;"-272, 2624";"-256, 2608";"-256, 2640";"-288, 2640";"-288, 2608";-272.0000;2624.0000;15
162;District 1 Alpha;Curiosity;Exclusive;0116E;"-208, 2592";"-192, 2576";"-192, 2608";"-224, 2608";"-224, 2576";-208.0000;2592.0000;15
163;District 1 Alpha;Curiosity;Exclusive;0117E;"-272, 2592";"-256, 2576";"-256, 2608";"-288, 2608";"-288, 2576";-272.0000;2592.0000;15
164;District 1 Alpha;Curiosity;Exclusive;0108E;"-1088, 1136";"-1072, 1120";"-1072, 1152";"-1104, 1152";"-1104, 1120";-1088.0000;1136.0000;14
165;District 1 Alpha;Curiosity;Exclusive;0109E;"-1152, 1136";"-1136, 1120";"-1136, 1152";"-1168, 1152";"-1168, 1120";-1152.0000;1136.0000;14
166;District 1 Alpha;Curiosity;Exclusive;0107E;"-1088, 1104";"-1072, 1088";"-1072, 1120";"-1104, 1120";"-1104, 1088";-1088.0000;1104.0000;14
167;District 1 Alpha;Curiosity;Exclusive;0105E;"-1152, 1104";"-1136, 1088";"-1136, 1120";"-1168, 1120";"-1168, 1088";-1152.0000;1104.0000;14
168;District 1 Alpha;Curiosity;Exclusive;0106E;"-1120, 1104";"-1104, 1088";"-1104, 1120";"-1136, 1120";"-1136, 1088";-1120.0000;1104.0000;14
169;District 1 Alpha;Curiosity;Exclusive;0121E;"1152, 1104";"1136, 1088";"1136, 1120";"1168, 1120";"1168, 1088";1152.0000;1104.0000;16
170;District 1 Alpha;Curiosity;Exclusive;0125E;"1152, 1136";"1136, 1120";"1136, 1152";"1168, 1152";"1168, 1120";1152.0000;1136.0000;16
171;District 1 Alpha;Curiosity;Exclusive;0126E;"1152, 1168";"1136, 1152";"1136, 1184";"1168, 1184";"1168, 1152";1152.0000;1168.0000;16
172;District 1 Alpha;Curiosity;Exclusive;0124E;"1088, 1136";"1072, 1120";"1072, 1152";"1104, 1152";"1104, 1120";1088.0000;1136.0000;16
173;District 1 Alpha;Curiosity;Exclusive;0122E;"1120, 1104";"1104, 1088";"1104, 1120";"1136, 1120";"1136, 1088";1120.0000;1104.0000;16
174;District 1 Alpha;Curiosity;Exclusive;0123E;"1088, 1104";"1072, 1088";"1072, 1120";"1104, 1120";"1104, 1088";1088.0000;1104.0000;16
175;District 1 Alpha;Curiosity;Exclusive;0017E;"-2432, 368";"-2416, 352";"-2416, 384";"-2448, 384";"-2448, 352";-2432.0000;368.0000;3
176;District 1 Alpha;Curiosity;Exclusive;0018E;"-2400, 368";"-2384, 352";"-2384, 384";"-2416, 384";"-2416, 352";-2400.0000;368.0000;3
177;District 1 Alpha;Curiosity;Exclusive;0019E;"-2368, 368";"-2352, 352";"-2352, 384";"-2384, 384";"-2384, 352";-2368.0000;368.0000;3
178;District 1 Alpha;Curiosity;Exclusive;0023E;"-2400, 432";"-2384, 416";"-2384, 448";"-2416, 448";"-2416, 416";-2400.0000;432.0000;3
179;District 1 Alpha;Curiosity;Exclusive;0024E;"-2368, 432";"-2352, 416";"-2352, 448";"-2384, 448";"-2384, 416";-2368.0000;432.0000;3
180;District 1 Alpha;Curiosity;Exclusive;0022E;"-2432, 432";"-2416, 416";"-2416, 448";"-2448, 448";"-2448, 416";-2432.0000;432.0000;3
181;District 1 Alpha;Curiosity;Exclusive;0020E;"-2368, 400";"-2352, 384";"-2352, 416";"-2384, 416";"-2384, 384";-2368.0000;400.0000;3
182;District 1 Alpha;Curiosity;Exclusive;0021E;"-2432, 400";"-2416, 384";"-2416, 416";"-2448, 416";"-2448, 384";-2432.0000;400.0000;3
183;District 1 Alpha;Curiosity;Exclusive;0032E;"-2368, -432";"-2352, -416";"-2352, -448";"-2384, -448";"-2384, -416";-2368.0000;-432.0000;4
184;District 1 Alpha;Curiosity;Exclusive;0025E;"-2432, -368";"-2416, -352";"-2416, -384";"-2448, -384";"-2448, -352";-2432.0000;-368.0000;4
185;District 1 Alpha;Curiosity;Exclusive;0026E;"-2400, -368";"-2384, -352";"-2384, -384";"-2416, -384";"-2416, -352";-2400.0000;-368.0000;4
186;District 1 Alpha;Curiosity;Exclusive;0030E;"-2432, -432";"-2416, -416";"-2416, -448";"-2448, -448";"-2448, -416";-2432.0000;-432.0000;4
187;District 1 Alpha;Curiosity;Exclusive;0031E;"-2400, -432";"-2384, -416";"-2384, -448";"-2416, -448";"-2416, -416";-2400.0000;-432.0000;4
188;District 1 Alpha;Curiosity;Exclusive;0029E;"-2432, -400";"-2416, -384";"-2416, -416";"-2448, -416";"-2448, -384";-2432.0000;-400.0000;4
189;District 1 Alpha;Curiosity;Exclusive;0027E;"-2368, -368";"-2352, -352";"-2352, -384";"-2384, -384";"-2384, -352";-2368.0000;-368.0000;4
190;District 1 Alpha;Curiosity;Exclusive;0028E;"-2368, -400";"-2352, -384";"-2352, -416";"-2384, -416";"-2384, -384";-2368.0000;-400.0000;4
191;District 1 Alpha;Curiosity;Exclusive;0004E;"2368, 400";"2352, 384";"2352, 416";"2384, 416";"2384, 384";2368.0000;400.0000;1
192;District 1 Alpha;Curiosity;Exclusive;0005E;"2432, 400";"2416, 384";"2416, 416";"2448, 416";"2448, 384";2432.0000;400.0000;1
193;District 1 Alpha;Curiosity;Exclusive;0003E;"2368, 368";"2352, 352";"2352, 384";"2384, 384";"2384, 352";2368.0000;368.0000;1
194;District 1 Alpha;Curiosity;Exclusive;0001E;"2432, 368";"2416, 352";"2416, 384";"2448, 384";"2448, 352";2432.0000;368.0000;1
195;District 1 Alpha;Curiosity;Exclusive;0002E;"2400, 368";"2384, 352";"2384, 384";"2416, 384";"2416, 352";2400.0000;368.0000;1
196;District 1 Alpha;Curiosity;Exclusive;0006E;"2432, 432";"2416, 416";"2416, 448";"2448, 448";"2448, 416";2432.0000;432.0000;1
197;District 1 Alpha;Curiosity;Exclusive;0007E;"2400, 432";"2384, 416";"2384, 448";"2416, 448";"2416, 416";2400.0000;432.0000;1
198;District 1 Alpha;Curiosity;Exclusive;0008E;"2368, 432";"2352, 416";"2352, 448";"2384, 448";"2384, 416";2368.0000;432.0000;1
199;District 1 Alpha;Curiosity;Exclusive;0011E;"-2122, -32";"-2138, -48";"-2138, -16";"-2106, -16";"-2106, -48";-2122.0000;-32.0000;2
200;District 1 Alpha;Curiosity;Exclusive;0012E;"-2122, 0";"-2138, -16";"-2138, 16";"-2106, 16";"-2106, -16";-2122.0000;0.0000;2
201;District 1 Alpha;Curiosity;Exclusive;0010E;"-2090, -32";"-2106, -48";"-2106, -16";"-2074, -16";"-2074, -48";-2090.0000;-32.0000;2
202;District 1 Alpha;Curiosity;Exclusive;0009E;"-2058, -32";"-2074, -48";"-2074, -16";"-2042, -16";"-2042, -48";-2058.0000;-32.0000;2
203;District 1 Alpha;Curiosity;Exclusive;0013E;"-2058, 0";"-2074, -16";"-2074, 16";"-2042, 16";"-2042, -16";-2058.0000;0.0000;2
204;District 1 Alpha;Curiosity;Exclusive;0016E;"-2122, 32";"-2138, 16";"-2138, 48";"-2106, 48";"-2106, 16";-2122.0000;32.0000;2
205;District 1 Alpha;Curiosity;Exclusive;0014E;"-2058, 32";"-2074, 16";"-2074, 48";"-2042, 48";"-2042, 16";-2058.0000;32.0000;2
206;District 1 Alpha;Curiosity;Exclusive;0015E;"-2090, 32";"-2106, 16";"-2106, 48";"-2074, 48";"-2074, 16";-2090.0000;32.0000;2
207;District 1 Alpha;Curiosity;Exclusive;0064E;"208, -2624";"192, -2608";"192, -2640";"224, -2640";"224, -2608";208.0000;-2624.0000;8
208;District 1 Alpha;Curiosity;Exclusive;0063E;"240, -2624";"224, -2608";"224, -2640";"256, -2640";"256, -2608";240.0000;-2624.0000;8
209;District 1 Alpha;Curiosity;Exclusive;0061E;"272, -2592";"256, -2576";"256, -2608";"288, -2608";"288, -2576";272.0000;-2592.0000;8
210;District 1 Alpha;Curiosity;Exclusive;0062E;"272, -2624";"256, -2608";"256, -2640";"288, -2640";"288, -2608";272.0000;-2624.0000;8
211;District 1 Alpha;Curiosity;Exclusive;0053E;"1152, -1136";"1136, -1120";"1136, -1152";"1168, -1152";"1168, -1120";1152.0000;-1136.0000;7
212;District 1 Alpha;Curiosity;Exclusive;0054E;"1152, -1168";"1136, -1152";"1136, -1184";"1168, -1184";"1168, -1152";1152.0000;-1168.0000;7
213;District 1 Alpha;Curiosity;Exclusive;0052E;"1088, -1136";"1072, -1120";"1072, -1152";"1104, -1152";"1104, -1120";1088.0000;-1136.0000;7
214;District 1 Alpha;Curiosity;Exclusive;0050E;"1120, -1104";"1104, -1088";"1104, -1120";"1136, -1120";"1136, -1088";1120.0000;-1104.0000;7
215;District 1 Alpha;Curiosity;Exclusive;0051E;"1088, -1104";"1072, -1088";"1072, -1120";"1104, -1120";"1104, -1088";1088.0000;-1104.0000;7
216;District 1 Alpha;Curiosity;Exclusive;0055E;"1120, -1168";"1104, -1152";"1104, -1184";"1136, -1184";"1136, -1152";1120.0000;-1168.0000;7
217;District 1 Alpha;Curiosity;Exclusive;0059E;"208, -2560";"192, -2544";"192, -2576";"224, -2576";"224, -2544";208.0000;-2560.0000;8
218;District 1 Alpha;Curiosity;Exclusive;0060E;"208, -2592";"192, -2576";"192, -2608";"224, -2608";"224, -2576";208.0000;-2592.0000;8
219;District 1 Alpha;Curiosity;Exclusive;0058E;"240, -2560";"224, -2544";"224, -2576";"256, -2576";"256, -2544";240.0000;-2560.0000;8
220;District 1 Alpha;Curiosity;Exclusive;0056E;"1088, -1168";"1072, -1152";"1072, -1184";"1104, -1184";"1104, -1152";1088.0000;-1168.0000;7
221;District 1 Alpha;Curiosity;Exclusive;0057E;"272, -2560";"256, -2544";"256, -2576";"288, -2576";"288, -2544";272.0000;-2560.0000;8
222;District 1 Alpha;Curiosity;Exclusive;0073E;"768, 752";"784, 736";"784, 768";"752, 768";"752, 736";768.0000;752.0000;10
223;District 1 Alpha;Curiosity;Exclusive;0074E;"800, 752";"816, 736";"816, 768";"784, 768";"784, 736";800.0000;752.0000;10
224;District 1 Alpha;Curiosity;Exclusive;0065E;"-768, 754";"-784, 738";"-784, 770";"-752, 770";"-752, 738";-768.0000;754.0000;9
225;District 1 Alpha;Curiosity;Exclusive;0066E;"-800, 754";"-816, 738";"-816, 770";"-784, 770";"-784, 738";-800.0000;754.0000;9
226;District 1 Alpha;Curiosity;Exclusive;0067E;"-832, 754";"-848, 738";"-848, 770";"-816, 770";"-816, 738";-832.0000;754.0000;9
227;District 1 Alpha;Curiosity;Exclusive;0071E;"-800, 818";"-816, 802";"-816, 834";"-784, 834";"-784, 802";-800.0000;818.0000;9
228;District 1 Alpha;Curiosity;Exclusive;0072E;"-832, 818";"-848, 802";"-848, 834";"-816, 834";"-816, 802";-832.0000;818.0000;9
229;District 1 Alpha;Curiosity;Exclusive;0070E;"-768, 818";"-784, 802";"-784, 834";"-752, 834";"-752, 802";-768.0000;818.0000;9
230;District 1 Alpha;Curiosity;Exclusive;0068E;"-832, 786";"-848, 770";"-848, 802";"-816, 802";"-816, 770";-832.0000;786.0000;9
231;District 1 Alpha;Curiosity;Exclusive;0069E;"-768, 786";"-784, 770";"-784, 802";"-752, 802";"-752, 770";-768.0000;786.0000;9
232;District 1 Alpha;Curiosity;Exclusive;0036E;"-1088, -1136";"-1072, -1120";"-1072, -1152";"-1104, -1152";"-1104, -1120";-1088.0000;-1136.0000;5
233;District 1 Alpha;Curiosity;Exclusive;0037E;"-1152, -1136";"-1136, -1120";"-1136, -1152";"-1168, -1152";"-1168, -1120";-1152.0000;-1136.0000;5
234;District 1 Alpha;Curiosity;Exclusive;0035E;"-1088, -1104";"-1072, -1088";"-1072, -1120";"-1104, -1120";"-1104, -1088";-1088.0000;-1104.0000;5
235;District 1 Alpha;Curiosity;Exclusive;0033E;"-1152, -1104";"-1136, -1088";"-1136, -1120";"-1168, -1120";"-1168, -1088";-1152.0000;-1104.0000;5
236;District 1 Alpha;Curiosity;Exclusive;0034E;"-1120, -1104";"-1104, -1088";"-1104, -1120";"-1136, -1120";"-1136, -1088";-1120.0000;-1104.0000;5
237;District 1 Alpha;Curiosity;Exclusive;0038E;"-1152, -1168";"-1136, -1152";"-1136, -1184";"-1168, -1184";"-1168, -1152";-1152.0000;-1168.0000;5
238;District 1 Alpha;Curiosity;Exclusive;0042E;"-240, -2560";"-224, -2544";"-224, -2576";"-256, -2576";"-256, -2544";-240.0000;-2560.0000;6
239;District 1 Alpha;Curiosity;Exclusive;0043E;"-208, -2560";"-192, -2544";"-192, -2576";"-224, -2576";"-224, -2544";-208.0000;-2560.0000;6
240;District 1 Alpha;Curiosity;Exclusive;0041E;"-272, -2560";"-256, -2544";"-256, -2576";"-288, -2576";"-288, -2544";-272.0000;-2560.0000;6
241;District 1 Alpha;Curiosity;Exclusive;0039E;"-1120, -1168";"-1104, -1152";"-1104, -1184";"-1136, -1184";"-1136, -1152";-1120.0000;-1168.0000;5
242;District 1 Alpha;Curiosity;Exclusive;0040E;"-1088, -1168";"-1072, -1152";"-1072, -1184";"-1104, -1184";"-1104, -1152";-1088.0000;-1168.0000;5
243;District 1 Alpha;Curiosity;Exclusive;0044E;"-208, -2592";"-192, -2576";"-192, -2608";"-224, -2608";"-224, -2576";-208.0000;-2592.0000;6
244;District 1 Alpha;Curiosity;Exclusive;0049E;"1152, -1104";"1136, -1088";"1136, -1120";"1168, -1120";"1168, -1088";1152.0000;-1104.0000;7
245;District 1 Alpha;Curiosity;Exclusive;0048E;"-208, -2624";"-192, -2608";"-192, -2640";"-224, -2640";"-224, -2608";-208.0000;-2624.0000;6
246;District 1 Alpha;Curiosity;Exclusive;0047E;"-240, -2624";"-224, -2608";"-224, -2640";"-256, -2640";"-256, -2608";-240.0000;-2624.0000;6
247;District 1 Alpha;Curiosity;Exclusive;0045E;"-272, -2592";"-256, -2576";"-256, -2608";"-288, -2608";"-288, -2576";-272.0000;-2592.0000;6
248;District 1 Alpha;Curiosity;Exclusive;0046E;"-272, -2624";"-256, -2608";"-256, -2640";"-288, -2640";"-288, -2608";-272.0000;-2624.0000;6
475;District 2 Beta;Play;Exclusive;0145E;"5312, -5328";"5296, -5312";"5296, -5344";"5328, -5344";"5328, -5312";5312.0000;-5328.0000;19
476;District 2 Beta;Play;Exclusive;0146E;"5280, -5328";"5264, -5312";"5264, -5344";"5296, -5344";"5296, -5312";5280.0000;-5328.0000;19
477;District 2 Beta;Play;Exclusive;0147E;"5248, -5328";"5232, -5312";"5232, -5344";"5264, -5344";"5264, -5312";5248.0000;-5328.0000;19
478;District 2 Beta;Play;Exclusive;0148E;"5248, -5360";"5232, -5344";"5232, -5376";"5264, -5376";"5264, -5344";5248.0000;-5360.0000;19
479;District 2 Beta;Play;Exclusive;0149E;"5312, -5360";"5296, -5344";"5296, -5376";"5328, -5376";"5328, -5344";5312.0000;-5360.0000;19
480;District 2 Beta;Play;Exclusive;0150E;"5312, -5392";"5296, -5376";"5296, -5408";"5328, -5408";"5328, -5376";5312.0000;-5392.0000;19
481;District 2 Beta;Play;Exclusive;0151E;"5280, -5392";"5264, -5376";"5264, -5408";"5296, -5408";"5296, -5376";5280.0000;-5392.0000;19
482;District 2 Beta;Play;Exclusive;0152E;"5248, -5392";"5232, -5376";"5232, -5408";"5264, -5408";"5264, -5376";5248.0000;-5392.0000;19
483;District 2 Beta;Play;Exclusive;0153E;"4432, -6784";"4416, -6768";"4416, -6800";"4448, -6800";"4448, -6768";4432.0000;-6784.0000;20
484;District 2 Beta;Play;Exclusive;0154E;"4400, -6784";"4384, -6768";"4384, -6800";"4416, -6800";"4416, -6768";4400.0000;-6784.0000;20
485;District 2 Beta;Play;Exclusive;0155E;"4368, -6784";"4352, -6768";"4352, -6800";"4384, -6800";"4384, -6768";4368.0000;-6784.0000;20
486;District 2 Beta;Play;Exclusive;0156E;"4368, -6816";"4352, -6800";"4352, -6832";"4384, -6832";"4384, -6800";4368.0000;-6816.0000;20
487;District 2 Beta;Play;Exclusive;0157E;"4432, -6816";"4416, -6800";"4416, -6832";"4448, -6832";"4448, -6800";4432.0000;-6816.0000;20
488;District 2 Beta;Play;Exclusive;0158E;"4432, -6848";"4416, -6832";"4416, -6864";"4448, -6864";"4448, -6832";4432.0000;-6848.0000;20
489;District 2 Beta;Play;Exclusive;0159E;"4400, -6848";"4384, -6832";"4384, -6864";"4416, -6864";"4416, -6832";4400.0000;-6848.0000;20
490;District 2 Beta;Play;Exclusive;0160E;"4368, -6848";"4352, -6832";"4352, -6864";"4384, -6864";"4384, -6832";4368.0000;-6848.0000;20
491;District 2 Beta;Play;Exclusive;0161E;"448, -4592";"464, -4608";"464, -4576";"432, -4576";"432, -4608";448.0000;-4592.0000;21
492;District 2 Beta;Play;Exclusive;0162E;"480, -4592";"496, -4608";"496, -4576";"464, -4576";"464, -4608";480.0000;-4592.0000;21
493;District 2 Beta;Play;Exclusive;0163E;"512, -4592";"528, -4608";"528, -4576";"496, -4576";"496, -4608";512.0000;-4592.0000;21
494;District 2 Beta;Play;Exclusive;0164E;"512, -4560";"528, -4576";"528, -4544";"496, -4544";"496, -4576";512.0000;-4560.0000;21
495;District 2 Beta;Play;Exclusive;0165E;"448, -4560";"464, -4576";"464, -4544";"432, -4544";"432, -4576";448.0000;-4560.0000;21
496;District 2 Beta;Play;Exclusive;0166E;"448, -4528";"464, -4544";"464, -4512";"432, -4512";"432, -4544";448.0000;-4528.0000;21
497;District 2 Beta;Play;Exclusive;0167E;"480, -4528";"496, -4544";"496, -4512";"464, -4512";"464, -4544";480.0000;-4528.0000;21
498;District 2 Beta;Play;Exclusive;0168E;"512, -4528";"528, -4544";"528, -4512";"496, -4512";"496, -4544";512.0000;-4528.0000;21
499;District 2 Beta;Play;Exclusive;0169E;"1328, -3136";"1344, -3152";"1344, -3120";"1312, -3120";"1312, -3152";1328.0000;-3136.0000;22
500;District 2 Beta;Play;Exclusive;0170E;"1360, -3136";"1376, -3152";"1376, -3120";"1344, -3120";"1344, -3152";1360.0000;-3136.0000;22
501;District 2 Beta;Play;Exclusive;0171E;"1392, -3136";"1408, -3152";"1408, -3120";"1376, -3120";"1376, -3152";1392.0000;-3136.0000;22
502;District 2 Beta;Play;Exclusive;0172E;"1392, -3104";"1408, -3120";"1408, -3088";"1376, -3088";"1376, -3120";1392.0000;-3104.0000;22
503;District 2 Beta;Play;Exclusive;0173E;"1328, -3104";"1344, -3120";"1344, -3088";"1312, -3088";"1312, -3120";1328.0000;-3104.0000;22
504;District 2 Beta;Play;Exclusive;0174E;"1328, -3072";"1344, -3088";"1344, -3056";"1312, -3056";"1312, -3088";1328.0000;-3072.0000;22
505;District 2 Beta;Play;Exclusive;0175E;"1360, -3072";"1376, -3088";"1376, -3056";"1344, -3056";"1344, -3088";1360.0000;-3072.0000;22
506;District 2 Beta;Play;Exclusive;0176E;"1392, -3072";"1408, -3088";"1408, -3056";"1376, -3056";"1376, -3088";1392.0000;-3072.0000;22
507;District 2 Beta;Play;Exclusive;0177E;"822, -4992";"806, -5008";"806, -4976";"838, -4976";"838, -5008";822.0000;-4992.0000;23
508;District 2 Beta;Play;Exclusive;0178E;"790, -4992";"774, -5008";"774, -4976";"806, -4976";"806, -5008";790.0000;-4992.0000;23
509;District 2 Beta;Play;Exclusive;0179E;"758, -4992";"742, -5008";"742, -4976";"774, -4976";"774, -5008";758.0000;-4992.0000;23
510;District 2 Beta;Play;Exclusive;0180E;"758, -4960";"742, -4976";"742, -4944";"774, -4944";"774, -4976";758.0000;-4960.0000;23
511;District 2 Beta;Play;Exclusive;0181E;"822, -4960";"806, -4976";"806, -4944";"838, -4944";"838, -4976";822.0000;-4960.0000;23
512;District 2 Beta;Play;Exclusive;0182E;"822, -4928";"806, -4944";"806, -4912";"838, -4912";"838, -4944";822.0000;-4928.0000;23
513;District 2 Beta;Play;Exclusive;0183E;"790, -4928";"774, -4944";"774, -4912";"806, -4912";"806, -4944";790.0000;-4928.0000;23
514;District 2 Beta;Play;Exclusive;0184E;"758, -4928";"742, -4944";"742, -4912";"774, -4912";"774, -4944";758.0000;-4928.0000;23
515;District 2 Beta;Play;Exclusive;0185E;"4032, -6064";"4016, -6048";"4016, -6080";"4048, -6080";"4048, -6048";4032.0000;-6064.0000;24
516;District 2 Beta;Play;Exclusive;0186E;"4000, -6064";"3984, -6048";"3984, -6080";"4016, -6080";"4016, -6048";4000.0000;-6064.0000;24
517;District 2 Beta;Play;Exclusive;0187E;"3968, -6064";"3952, -6048";"3952, -6080";"3984, -6080";"3984, -6048";3968.0000;-6064.0000;24
518;District 2 Beta;Play;Exclusive;0188E;"3968, -6096";"3952, -6080";"3952, -6112";"3984, -6112";"3984, -6080";3968.0000;-6096.0000;24
519;District 2 Beta;Play;Exclusive;0189E;"4032, -6096";"4016, -6080";"4016, -6112";"4048, -6112";"4048, -6080";4032.0000;-6096.0000;24
520;District 2 Beta;Play;Exclusive;0190E;"4032, -6128";"4016, -6112";"4016, -6144";"4048, -6144";"4048, -6112";4032.0000;-6128.0000;24
521;District 2 Beta;Play;Exclusive;0191E;"4000, -6128";"3984, -6112";"3984, -6144";"4016, -6144";"4016, -6112";4000.0000;-6128.0000;24
522;District 2 Beta;Play;Exclusive;0192E;"3968, -6128";"3952, -6112";"3952, -6144";"3984, -6144";"3984, -6112";3968.0000;-6128.0000;24
523;District 2 Beta;Play;Exclusive;0193E;"2112, -4206";"2096, -4222";"2096, -4190";"2128, -4190";"2128, -4222";2112.0000;-4206.0000;25
524;District 2 Beta;Play;Exclusive;0194E;"2080, -4206";"2064, -4222";"2064, -4190";"2096, -4190";"2096, -4222";2080.0000;-4206.0000;25
525;District 2 Beta;Play;Exclusive;0195E;"2048, -4206";"2032, -4222";"2032, -4190";"2064, -4190";"2064, -4222";2048.0000;-4206.0000;25
526;District 2 Beta;Play;Exclusive;0196E;"2048, -4174";"2032, -4190";"2032, -4158";"2064, -4158";"2064, -4190";2048.0000;-4174.0000;25
527;District 2 Beta;Play;Exclusive;0197E;"2112, -4174";"2096, -4190";"2096, -4158";"2128, -4158";"2128, -4190";2112.0000;-4174.0000;25
528;District 2 Beta;Play;Exclusive;0198E;"2112, -4142";"2096, -4158";"2096, -4126";"2128, -4126";"2128, -4158";2112.0000;-4142.0000;25
529;District 2 Beta;Play;Exclusive;0199E;"2080, -4142";"2064, -4158";"2064, -4126";"2096, -4126";"2096, -4158";2080.0000;-4142.0000;25
